6870452139	1
6087294351	2
7563819240	3
7421890536	4
2467913508	5
7391256408	6
5027431968	7
1789462035	8
3506472981	9
5941683702	10
7640825319	11
7286014395	12
6387942150	13
6578913420	14
7526438910	15
9642831750	16
3142560789	17
3579106824	18
6189425703	19
2570841369	20
7639021485	21
1806472935	22
6150482379	23
324956781	24
2901863457	25
2379061854	26
4719068532	27
7158026934	28
2730914856	29
279586431	30
9804312657	31
8025319674	32
5480371692	33
1538946270	34
4720985613	35
2691857034	36
2364571809	37
4932657108	38
8356912470	39
3217860945	40
2596718304	41
5028947316	42
7206419835	43
2653078149	44
3086521974	45
7259801436	46
5984307261	47
631498725	48
6413579028	49
5362019784	50
4017659823	51
9405271836	52
1435907628	53
5702691384	54
8946715203	55
7983412560	56
9718625430	57
2957614083	58
4129857063	59
8145762930	60
4501823679	61
2637185940	62
5146298703	63
4567391280	64
8251936470	65
4658790132	66
4327091586	67
8359620741	68
352148697	69
1639802457	70
1209368547	71
5719248360	72
7396845012	73
6402813975	74
1259408376	75
3062479518	76
7219384506	77
8945132760	78
5471620398	79
9341056287	80
3614529870	81
7865149203	82
2869451703	83
1567932480	84
9725630184	85
4017869235	86
1084359726	87
8216905473	88
6971452038	89
8320195674	90
8426370951	91
1628035749	92
4152679038	93
9284710635	94
126953847	95
4209376518	96
6285304197	97
4826517093	98
4102958736	99
4273569081	100
389617524	101
8715963420	102
253948671	103
1230478596	104
7529341860	105
2986154037	106
3476280195	107
6582340917	108
5294716380	109
4650197328	110
3128065749	111
7465320819	112
5602149837	113
7061249853	114
5076381942	115
4579612038	116
7849032165	117
8659240317	118
9021847563	119
7540329861	120
8297410635	121
357814926	122
9452387601	123
4702593861	124
5362489170	125
